3 3 111010010	ACT CAT
11 11 0111100000000101111000001010010000111100100001010001000111100000000101111100000001000100000010001000000111111100000000100	DEEM DELL EELS ELMS ELSE MEDS MELD SEED SEEM SELL SLED SMELL SMELLED
8 7 00111110101001001010111111110100100001000000010011110100	CODE COED COUCH COUCHED CUED ECHO OUCH
13 12 011111000000000010000010000001001001000111111100100001010011110100100001001111011110010001001001001111100100111101000000010011110000000000010000001111100000	CRUSH CRUSHER CUES CURE CURSE ERRS HERS HUES RECUR RUSE RUSH RUSHER SUCH SURE SURER USER USHER
7 7 0001001000100100111111001001111100110100011111000	DEED EDGE EDGED GEE HEDGE HEDGED HEED
7 7 0001111010000011110010101001010111111110010100001	DEER ENDED NEED NERD REDDEN REED REND
9 9 000001000000001111000001010111111010100100010100101111100101000000111100000001000	AVOWED AWED DOVE OWED VOWED WADE WAVE WAVED WOVE
13 12 000000011111000000101001000000111100100001001011111000111100101010010000010001111100001000110000100100011111010111111100101000000100111100000010001000000000	CEDE CITE CITED DECEIT DEVICE DICE DIET DIVE EDICT EDIT EVICT EVICTED ICED TIDE TIED VICE VIED
9 7 001111000101001000101001000111101111100100001100100001111101111	AMBUSH BASH BUMS BUSH HAMS HUBS HUMS MASH MUSH SHAM
9 8 101111100100000000100100000111101111100101010100111110100101010000001000	CHURN CURE PERCH PRUNE PUNCH PUNCHER PURE RUNE
7 6 111101000000100101111111101001010000111111	GENT GONE GOTTEN NOTE TENT TONE TONG
12 11 000000100001000000100001001111110101000000101111011111110101000100011110000101010100111101111000001001000000001111000000001000000000	ACED ACHE ACHED ACNE CACHE CANE CHAD CHANCE CHANCED DANCE DEAN EACH HAND HEAD
12 11 000000001000000000001000000010111100001111101010000010101111001010100010101010011110111010000100101110111100000100100000000111100000	BILE BLUE BLUER BLUR BRIE BURLIER BURR ERR IRE LIE LUBE LURE RIB RUB RUE RULE RULER
9 9 111111100000010010000011111000010010000001111011110100001010100001111100001010100	ERRS NURSE NURSERY RERUN RUNS RUSE SURE SURER URNS USER
10 9 010100100011110010000101111010111100111110001000101001111110100010000000001011110000100000	DALE DEAL HALE HANDLE HEAL HELD LADEN LAND LANE LEAD LEAN LEND
10 9 000011110000100000000010000010001000111111110010101001001010100111101011110000100000000010	CLOD CLOT CLOTTED CODE COED COLD COLT DOTE TOLD TOTE
10 10 0001111000000010100000001011100000000100001111011100000000011111000111100111010010010111001111110000	ASH HAS HAT HIATUS HIS HIT HUT ITS SAT SHUT SIT SUIT TAU THIS THUS TIS TUSH
14 11 0000010000101010000100011110100001000010101000010000111110000100000100101111110111101010010001010000101001111000011111010100000010100101000000001111000000	ACRE CARE CAREER CARER CEREAL CLEAR CLEARER EARL LACE LEER RACE RACER RARE REAL REAR REEL
11 10 00000000010000000000100101000111111111001010010100010101111000101000101111000001010000000111100000000001000000	BACK BACKED BADE BAKE BAKED BEAD BEAK BECK CAKE CAKED DECK
12 9 000100111111011110000000010100000001111110000101010010111101010010100101010010101111010111100101000010000000	DOLE DOLED DOODLE FLED FLOOD FLOODED FOLD FOLDED FOOD FOOL FOOLED LODE
8 8 0010000000100100011101110101110101110001010001110000010111110101	DOE DOT HOE HOOD HOOT HOOTED HOT ODE OOH THE TOE TOO
12 12 000111100000000100100000001110111100001000000100011110101111010001111000111100101010001011111010001010100010001010100010000010000010000010000000	ARE ARK BAKE BAKER BAR BARE BARK BARKER BEAK BEAR BRA BRAKE BREAK EAR ERA RAKE RARE REAR
7 5 11101001010100111111110001000011111	ALL ALLOY ALLY LAY LOYAL LOYALLY
10 8 00000001000000011110111101010010010111101011110010100100001000010111110001000000	NAYS SANK SWAN SWANK SWANKY SWAY WANS WAYS YANK YAWN
8 8 1111111010010000100100010001000111110001101000011110000100111100	CHECK CHUCK CHUCKED CUE CUED DUCK DUH DUKE HUE
9 7 111100000101001111101000000101111111000010010000010010000011110	BIDS BUDS BUSY BUYS DUBS SUBS SUBSIDY SUDS
11 11 0001000000000010010010111100111101001001001010011110111100000001001000001110110000001001000001111010000001011100000111100	DECK DELI DIKE ELK ICE IDLE ILK KID LED LICE LICK LICKED LID LIE LIED LIKE LIKED
13 10 0000111101000000010011110000001001010000111111101111010100000010011110010001000101001011110000000101000000000010100000000000011110	LAMP LAMPOON LOAM LOAN LOOM LOON LOOP MOAN MONO MOON OPAL PALM PLAN POLO POOL
8 8 0000111100001001000010010100100111111100010100000111100000010000	DOOR DROOP DROOPY DROP ODOR POOR PROD
8 6 111111101000001010101111101010101010100000101000	NECK NICE NICK NUKE QUICK QUICKEN
10 8 01000000001111000000010100001011110011110101111010000010101001111110000000100000	ADDS DADS DEAD DENS ENDS SAND SANDED SANE SEDAN SEND
14 10 00010111111000000100000000000011110010100000010100111101111111001010010100011110100101000000001111111111000001010100000000111101000000000101	DETEST EELS ELDEST ELSE LEST LETS SEED SETTLE SETTLED SLED SLEET STEEL TEES TEST TESTED
10 8 00000010000000111000010010111011111000100101010111011101010001000111100100010100	DEN DUE DUG DUN DUNE DUNG END GNU GUN GUNNED NUDE NUDGE NUN
12 11 001001010000001111010000111001011110101011110010101000000111100000000100000111111100000101000000000111011111000100000000000100000000	AFFIX AFFIXED AID AIDE AXE AXED DEAF FAD FADE FAX FAXED FED FIFE FIX FIXED IDEA
11 11 0000010000000111110001000001000010001010011101111100100000101011100001000101011110001110001011110000010100000000111000000	FOR FORT FORTY FRO FROST FROSTY FRY OFT ROSY ROT SOFT SORT SOY STORY TOY TRY
12 11 100000111100100111101000111100101000100100101111100100000101000000101111000000100101000011111100000000100000000000100000111111100000	DEEP DOPE ELOPE ELOPED LOPE LOPED PEEL PEEP PEOPLE PEOPLED PLED PLOP POLE POPE
7 7 0001000011111110010101111010101001011110000010000	GUMS GUYS GYMS MUDS MUGS SMUDGY SMUG
9 7 000111100000101001010101001010111101111100101010100100010001111	DUEL DUPE GLUE GLUED GULP GULPED LUGE PLED PLUG
12 9 000001111110000101000010001111001010000101111010111100101111100001111000100000100000100000000000000011110000	BIOS BISTRO BITS BOTS ORBIT ORBS RIBS RIOT ROBS ROTS SORT STIR TRIO
12 12 000100000000001111000000000101011111001111000000101001001000101001111100111100001000100100111110111100100000000100100000000000100000001111111000	DEER DIRE DREW DRIER ERRED REED RIDE RIDER WEED WEIRD WEIRDER WIDE WIDER WIRE WIRED
13 13 0000100000000000010000000001001111000000100100100000111110010000001000011110000101111001001010010100111100001110010010000010000111000001110010000000001111000000000100000	ADD AMEN AMEND AND DAD DAM DAME DEAN DEMAND MAD MADE MAN MANE MEAD MEAN MEN MEND NAME NAMED
7 7 1000000101111010000001111001010111101010011111111	EELS ELSE ILLS ISLE JELLIES LIES SELL SILL
9 7 100100001100111101111100101101000101111010101000010100000011100	AGE AGREE EAGER EGG GAG GEAR GEE RAG RAGE REGGAE
13 12 000000001010000000100111100000111110100000001001111001111100000100100000001010010000000111101010000010001111100001010000100000111101111111000100001000000010	EWES RESET REST SEER SEWER STEER STEW SWEET SWEETER TEES TERSE TREE WERE WEST WETS WREST
11 9 000000000011000000000110100000111111000001001010001111010111010100100101110001001110100000000111000	DON DOW DOWN LOW LOWDOWN NOD NOW OLD OWL OWN WON WOO WOOD WOOL WOW
12 10 000100000000011111000000010100000000111110000001010010001111010010101001011110111101000100101000000111101000000100000000	AGED DALE DAZE DEAL GALE GAZE GAZED GLAD GLADE GLAZE GLAZED LEAD ZEAL
8 7 00100000111100001010111111110010100111101001001010010000	FALL FALLEN FELL FLAN FLEA LANE LEAF LEAN
9 9 001111100100000000101000001111100001101001111001111001001001001000001001000001111	BEECH BEEN BENCH BENCHED BEND CEDE HEED HENCE NEED
9 7 111100101100100101111100101100111101000101000001111000000101000	ARCS ARMS CAMS CARS CRAM MASCARA RAMS SCAM SCAR
9 7 001111000100000000100100000100101111111101010000111111000001010	DIAL DIALOG GOAD GOAL GOLD IDOL LAID LOAD
8 7 00011111000100100111111100010001111101110101001001001111	CUE CUR CURE ICE IRE JUICE JUICER JUICIER RICE RUE
14 12 000000100100000000101001000100011110010001000010111100010111100001000101000000111111010100000001011111001001111100011110010100000100111101000000001001000000000000010000	DEED DEFIED DELI DIED FEED FEEL FIDDLE FIELD FIELDED FILE FILED FLED FLEE IDLE IDLED LIED LIFE
9 9 111100000000000000010111000011101111010101010111100010100001111100000001000111111	DECK DICE DIP EPIC ICE ICED KID PECK PIC PICK PICKED PIE PIKE
7 6 011111100100101111010101001010000001011110	IMPALA LAMP LIMP MAIL PAIL PALM
7 5 00001110000001111111100101000111100	DOG DOGWOOD GOD GOO GOOD ODD
11 8 0001000000000010000000000111100001111010000001000101111010001010010111111100100000101001	CEDE DISC EXCISE EXCISED EXEC EXES ICES SEED SIDE
7 7 0001111000101000010101111110100000010111101000000	DESK DUKE DUSK SLED SULK SULKED
8 7 11110000101000001010000011110100000101000001010001111111	ABUT BATH BATHTUB BUTT TAUT THAT TUBA
7 6 111101000000101011110100010011111111000000	IRE LIQUEUR LURE RILE RUE RULE
10 10 0000000010000001111000000000100000001111000000000100000000011111001111010100101001010011111111111010	AMOROUS ARMS MOOR MOOS OARS OURS RAMS ROAM ROOM SOAR SOUR SUMO
12 10 001111000100000000011100000011110111011110010010010010011110111111001000010000101000000000101000000000111100000000100000	ASK ASKED DAM DAME MAD MADE MAKE MASK MASKED MEAD MESA SAKE SAME SEA SEAM
10 9 000101000000111100000101011111111101000101001000011111110001001010000101111000000010000000	DEPLOY DOLE DOPE DOPEY LODE LOPE LOPED PLOY POLE POLY YELP
14 12 000000000111100000000001001000000001110111000000010000010000011100011100000100000100000001000111000011110001000000100000010100111111100111110010000000010100000000001111	BEE BEEF BEET BENEFIT BENT BET BIN BIT BITE FEE FEET FEINT FEN FIN FINE FIT TEE TEEN TEN TIN
11 9 000100111100001111010000010010100111101111000010010000000100111110001001000100000000001011110111111	DELI DIKE DIME IDLE LIED LIKE LIKED LIME MELD MILD MILE MILK MILKED
11 9 000111100000001001000000010010000111100111101000000100010011111100100101010001111010000000010101111	BEDS BUDS BUSED BUSH BUSHED DUBS DUES HUBS HUES SHED SUED USED
13 11 00001111000000010101000001001111100000111101000000011000100000111111010001010000100001111000011100010100000010111000000001010000000000111011111	ABS ADS ASH BAD BADE BAH BAS BASE BASED BASH BASHED BEAD BED DAB DASH HAD HAS HEAD SAD SHADE
10 8 01111111000100001000111100100010000011111110100010001110111100101110100000001000	ALE ANALYZE ANY AYE LANE LAY LAZY LEAN LYE NAY YEA YEN ZANY ZEAL
13 11 01000000000000100000001000111111101111001000000010101111100001010000010000011101111000000010100101110111011110101010001010010111000001111000000	ELITIST ISLET ITS LEST LIE LIST LIT LITE SET SILT SIT SITE SLIT STILT TEST TIE TIL TILT TIS TITLE
11 11 0000010000000111100100111001111001010000010010000111100111001000000100010000011101111111101000001001111000010000100011110	EMPEROR ERR MERE MOP MORE ORE PEER PER PERM POEM PORE PRO PROM REM REP REPO ROMP ROPE
9 8 111100100000001111000100101101111101100101001100111100111101000000100000	AWRY BARN BRAN BRAWN BRAWNY NARY WARN WARY YARN YAWN
7 5 00000010011101101011110101001111110	ABS BAS BIAS SAW SWAB WAS WASABI
11 10 00010111110000100000000001111000011110010000010001111010100001010101111001111010010001010000111111100001000000	AFAR ALTAR CALF CARAT CART CRAFT FACT FATAL FLAT FRACTAL FRAT RAFT TALC
11 9 100001000001001011100010111101110100101010100000010011111110011100010100101001111111000001010000000	BOO BOOM BOY BYE HEM HEY HOBO HOE HOME HOMEBOY HOMEY MOO OBEY OBOE OHM OOH
10 10 0000011110000101010000111101000001011110111110001000010000100001001111000000010101111011110000000101	DIET DIVE DIVEST EDIT SITE SITED TIDE TIED TIES VEST VETS VIED VISE
14 11 0000000100000000000001110000000001010111100000011101010000011100001111000100010000101111000100001010100001011110111100010010000010000100100000000011111000	BILE BIO BOIL BOILER BORE BRIE BRO BROIL LIE LOB LOBE LORE OIL ORB RIB ROB ROBE ROIL ROLE
8 7 00010001000100011111110110010101100101011111010000011110	DELUXE DUEL DUET ELUDE EXUDE EXULTED LUTE
8 8 0010111100101001101110011110011110000101100111010001000001110000	BID BIRD BOD BRIM DIM DORM MID MOB MORBID RID RIM ROD
11 10 00010101111010101000101111010001001010101111111100010001001011110011110101000101001000000011110000000100000000	AIMS AMEN JAMS JASMINE MAIN MANE MEAN MESA MINE NAME SAME SANE SEAM SEMI SINE
12 10 001010000000011110000000001010000000111110001001100000111111111100001001100100111101000100100000000111100000000000100000	DUES GEMS GUMS MEDS MEGS MUDS MUGS MUSE MUSED SMUDGE SMUG SUED USED
13 11 00000111110000000010100000000001111110000010101000000011110100000000100000010011110001111010010010100101011111010111100100111100010000010000000	CODE CODER COED COKE CORD CORE CORED CORK CREDO DECOR DOCK DOER REDO ROCK ROCKED RODE
7 7 0000010010111111110100101010111101001000100000010	COIN CONVICT ICON INTO TONIC VINO
9 7 010000001010001111111101001010111101010101000011110000010100000	ABLY AMIABLY BAIL BALM BALMY BLAM LAMB LIMB
8 7 00010010011110100101011111111101010001110000000101111101	BOON BORN BORON BRONCO COB CON COO CORN CROON NOR
11 9 111111000000000000101000000011110000101010100001010111101111101001000101010010001111100100010000000	ACED ACTED CADET CAVE CAVEAT CAVED DATA DATE VACATE VACATED
6 6 111100000000111111101001101001101111	BAIL BLUR BURIAL LAIR LIAR RAIL
8 8 1000000010001000100111111000100110111101101000011111000000100000	DARN LADY LAND LANYARD LARD RANDY YARD
11 11 0001111000010010101000100101111111011110100010100101110001000001000111100011100001000010000111011100000010100000000111000	ABATE ABATED ATE BAD BADE BAT BEAD BEAT BED BET BETA DAB DATA DATE DEBT EAT TAB TAD TEA
11 10 00001000001000010000010111111100100101000101111110001010010100010111110111100000101000000011110000000010100000	ACCUSE ACCUSED ACED ACES CASE CAUSE CAUSED CUED CUES SAUCE SCUD
9 9 000100000000100000111100001100100101100101111111100101001000100001111100001000000	CLOD CODDLE CODE CODED COED COLD DOLE DOLED LODE
13 13 0000000000001000010011111100001001000010000111100101011110010010101010101001010101110000101111101110010000000001001000000001110000000100101000000010011100000001111000000	APE ARE EAR ERA PAIR PARE PEA PEAR PIE PIER PRAIRIE RAP RAPIER RARE REAP REAR REPAIR RIP RIPE RIPER
8 8 0000010100000101000011110001010101111101010100011111000101000000	CREEK CREW REEK WEEK WERE WRECK WRECKER
13 13 0000010000000000011111110000000101000000000010100000000011110000001000101010000100000111110010000000100011100000011111000001110010101110101001010101110111101110100000000	DEFT DEFY DEITY DIG DYE EDGY FED FETID FIDGET FIDGETY FIG FIT GET GIFT GIFTED GIT TIDY TIE YET YETI
9 7 111111100100100100111100100100111101000001001111101111000001001	FESS FOES SETS SOFT SOFTEST TEST TOES TOSS TOTE TOTS
11 10 01111100100000000011111010000010011110000100101000101001111011110001010010000010111100001111000000000010000000	DRUG DUES REDS RUGS RUSE SUED SURE SURGE SURGED URGE URGED USED USER
10 8 00001010000000101001000111100100101011111111110001101000000111110000001000000000	FISH FISHY FIST FITS HITS SHIFT SHIFTY SIFT THIS
12 10 000101000010001111000010000101000010111101111010001000001010001001001010111101111110000101000000000101011111001111000000	CLUE CLUED DECK DUCK DUKE DUPE KELP LUCK LUCKED PECK PLED PLUCK PLUCKED PUCK
7 7 0111111001010111101110100000111000000100001111000	EEL EVE EWE LET TEE TWELVE VET WEE WELT WET
11 11 0000000100000001111000000010010000000111100000101001000011110010000010000001011110001010010100011110101111101011110001000	AGED ANEW AWED DAWN DEAN GNAW GNAWED WADE WAGE WAGED WAND WANE WANED WEAN
8 7 00100000111010011010100111101111001110010000000100111101	DUE DUET RED RUDE RUE RUT RUTTED TRUE UTTER
11 8 0010000000111110100001101001011111111110100110010111100101111010001001000000010000000000	ATOP COAT COOP COOPT COOT PACT POTATO TACO TACT TOOT TOPCOAT
8 7 01011111111101000101110100001001111111010100000101110000	ACE APP CAD CAP CAPE CAPPED PACE PACED PAD PAP PEP
13 13 1111110000000000000010000000000101011110000111101010000001011111000111100010100010000011100011111100010000100000111000000000001000000000111100000000010100000000011110000	DEN DENSE DENT END NEED NEST NESTED NET SEE SEED SEEN SEND SENT SET TEEN TEN TEND TENSE TENSED
9 8 000101111000101001001111001000101001011110000010100000111100000010000000	DRIP DROP GORY GRID GRIP PROD PRODIGY YOGI
10 9 000001000000011110000101010000010101111011110000100100101111000111101000001010001111111000	BLOT BLOW BLOWOUT BOLO BOLT BOOT BOUT BOWL LOOT LOUT TOOL WOOL
7 7 0011110010010011111010101001011100101000010100000	EVE EVER IRE REVIVE VEER VERVE VIE
9 9 000010000111111100001010000001011110111101010100001111100001010100000000001111000	DOOM DOOR DORM DOUR DRUM MOOD MOOR MUDROOM ODOR ROOM
9 9 000001000001111000000101111000101001111111001101000001111100000101000000100000000	ARTY EATER EATERY RATE TEAR TEARY TRAY TREE YEAR
12 12 000000100000000011110000001010101000011110111100001010001010111100001111010100000010010100011110011111010100010100010100000100011110000100000000	ARCS ARMS AROMA CAMO CAMS CARS COMA CRAM MACRO OARS ORCA RAMS ROAM SARCOMA SCAM SCAR SOAR
